Date,pred,close
2024-04-29,421.7304382324219,432.0632629394531
2024-04-30,436.9568786621094,423.9161987304688
2024-05-01,433.8143310546875,420.85107421875
2024-05-02,415.8054809570313,426.2225341796875
2024-05-03,417.8084716796875,434.7889404296875
2024-05-06,431.59173583984375,439.5513610839844
2024-05-07,443.522705078125,439.6212463378906
2024-05-08,444.3650207519531,439.3616638183594
2024-05-09,439.6898193359375,440.3201293945313
2024-05-10,439.1017150878906,441.3584899902344
2024-05-13,441.2821350097656,442.3768615722656
2024-05-14,442.3960266113281,445.2223510742188
2024-05-15,443.3988037109375,452.1812744140625
2024-05-16,448.1033325195313,451.26275634765625
2024-05-17,459.2564086914063,451.0430908203125
2024-05-20,450.34674072265625,454.1881103515625
2024-05-21,450.783935546875,455.07666015625
2024-05-22,457.3546447753906,454.98681640625
2024-05-23,455.9673767089844,452.9400939941406
2024-05-24,454.896728515625,457.2232971191406
2024-05-28,450.9602661132813,458.9505310058594
2024-05-29,461.6278076171875,455.7156677246094
2024-05-30,460.6694946289063,450.8334045410156
2024-05-31,452.50335693359375,449.9947509765625
2024-06-03,446.0118713378906,452.4109191894531
2024-06-04,449.156494140625,453.6489562988281
2024-06-05,454.8401489257813,462.7944030761719
2024-06-06,455.5255737304688,462.6346740722656
2024-06-07,472.1263122558594,462.2253112792969
2024-06-10,462.3627014160156,464.0923461914063
2024-06-11,461.7937927246094,467.27728271484375
2024-06-12,465.9670715332031,473.3975524902344
2024-06-13,470.4821472167969,475.9635009765625
2024-06-14,479.6307373046875,478.4295654296875
2024-06-17,478.5431213378906,484.2902526855469
2024-06-18,480.9169006347656,484.4400024414063
2024-06-20,490.2015686035156,480.7059631347656
2024-06-21,484.6129760742188,479.4179992675781
2024-06-24,476.9967041015625,473.9599914550781
2024-06-25,478.1396484375,479.3800048828125
2024-06-26,468.6238098144531,480.3699951171875
2024-06-27,484.85589599609375,481.6099853515625
2024-06-28,481.35943603515625,479.1099853515625
2024-07-01,482.8514099121094,481.9200134277344
2024-07-02,476.624267578125,486.9800109863281
2024-07-03,484.7465515136719,491.0400085449219
2024-07-05,492.0936279296875,496.1600036621094
2024-07-08,495.1325073242188,497.3399963378906
2024-07-09,501.2936706542969,497.7699890136719
2024-07-10,498.5227966308594,502.9599914550781
2024-07-11,498.19964599609375,491.9299926757813
2024-07-12,508.2079772949219,494.8200073242188
2024-07-15,481.1297607421875,496.1499938964844
2024-07-16,496.1170654296875,496.3399963378906
2024-07-17,497.48388671875,481.7699890136719
2024-07-18,496.561767578125,479.489990234375
2024-07-19,467.6117248535156,475.239990234375
2024-07-22,477.2146301269531,482.3200073242188
2024-07-23,471.0330505371094,480.6199951171875
2024-07-24,489.5054626464844,463.3800048828125
2024-07-25,478.9263916015625,458.2699890136719
2024-07-26,446.7545471191406,462.9700012207031
2024-07-29,453.5491333007813,463.8999938964844
2024-07-30,467.7120971679688,457.5299987792969
2024-07-31,464.8279724121094,471.0700073242188
2024-08-01,451.2482604980469,459.6600036621094
2024-08-02,484.0783081054688,448.75
2024-08-05,448.524658203125,435.3699951171875
2024-08-06,438.0936584472656,439.5299987792969
2024-08-07,422.3917541503906,434.7699890136719
2024-08-08,443.7291870117188,448.0700073242188
2024-08-09,430.014892578125,450.4100036621094
2024-08-12,461.79095458984375,451.3800048828125
2024-08-13,452.763427734375,462.5799865722656
2024-08-14,452.3411254882813,462.7300109863281
2024-08-15,474.0602722167969,474.4200134277344
2024-08-16,462.9212951660156,475.0299987792969
2024-08-19,486.4020385742188,481.2699890136719
2024-08-20,475.63958740234375,480.260009765625
2024-08-21,487.6600646972656,482.5
2024-08-22,479.2539978027344,474.8500061035156
2024-08-23,484.7483825683594,480.0
2024-08-26,467.31927490234375,475.3399963378906
2024-08-27,485.2058410644531,476.760009765625
2024-08-28,470.7440185546875,471.3500061035156
2024-08-29,478.2194213867188,470.6600036621094
2024-08-30,465.9986267089844,476.2699890136719
2024-09-03,469.9673461914063,461.1619567871094
2024-09-04,481.9471740722656,459.963623046875
2024-09-05,446.5308837890625,460.3930358886719
2024-09-06,458.76849365234375,448.0603637695313
2024-09-09,460.81146240234375,453.822265625
2024-09-10,436.14459228515625,458.0163879394531
2024-09-11,459.6584167480469,467.96240234375
2024-09-12,462.2540588378906,472.5559387207031
2024-09-13,478.1213684082031,474.6729736328125
2024-09-16,477.1952819824219,472.5758972167969
2024-09-17,476.4073181152344,472.8255615234375
2024-09-18,470.48638916015625,470.7784423828125
2024-09-19,472.943115234375,482.68170166015625
2024-09-20,468.74066162109375,481.7630004882813
2024-09-23,494.8053283691406,483.0400085449219
2024-09-24,480.70208740234375,485.3699951171875
2024-09-25,484.2893371582031,485.8200073242188
2024-09-26,487.7107849121094,490.9299926757813
2024-09-27,486.2682495117188,486.75
